day,hour,zone,temperature,humidity,soil_moisture,light,leaf_spot_score,true_state,predicted_state,risk_score
4,11,B-greenhouse,29.54,61.47,71.15,81.2,0.062,healthy,healthy,0.031
4,11,C-field,28.87,59.53,67.42,82.42,0.045,healthy,healthy,0.011
4,11,D-field,29.24,60.17,66.22,83.85,0.007,healthy,healthy,0.009
4,12,A-greenhouse,28.56,59.16,70.36,82.65,0.002,healthy,healthy,0.0
4,12,B-greenhouse,29.88,58.41,70.25,83.81,0.026,healthy,healthy,0.032
4,12,C-field,28.88,57.69,67.88,85.89,0.031,healthy,healthy,0.008
4,12,D-field,29.57,58.62,68.37,84.92,0.044,healthy,healthy,0.028
4,13,A-greenhouse,28.83,59.41,68.62,82.81,0.024,healthy,healthy,0.006
4,13,B-greenhouse,28.73,58.5,67.48,83.67,0,healthy,healthy,0.0
4,13,C-field,29.54,56.89,67.53,79.99,0.011,healthy,healthy,0.019
4,13,D-field,29.13,56.95,68.24,81.7,0.027,healthy,healthy,0.011
4,14,A-greenhouse,28.59,57.09,71.55,76.6,0.032,healthy,healthy,0.008
4,14,B-greenhouse,28.34,57.33,67.2,77.21,0.003,healthy,healthy,0.001
4,14,C-field,29.26,56.17,66.29,77.06,0,healthy,healthy,0.008
4,14,D-field,28.06,55.67,68.59,75.17,0,healthy,healthy,0.0
4,15,A-greenhouse,27.29,58.72,70.08,65.15,0.005,healthy,healthy,0.001
4,15,B-greenhouse,26.54,57.04,69.82,66.24,0,healthy,healthy,0.0
4,15,C-field,26.77,58.23,68.67,65.22,0.017,healthy,healthy,0.004
4,15,D-field,27.61,57.25,67.57,65.36,0,healthy,healthy,0.0
4,16,A-greenhouse,25.41,60.09,69.16,50.78,0,healthy,healthy,0.0
4,16,B-greenhouse,25.33,59.61,69.73,53.29,0,healthy,healthy,0.0
4,16,C-field,26.49,57.7,67.15,53.66,0,healthy,healthy,0.0
4,16,D-field,26.21,58.66,66.8,51.25,0,healthy,healthy,0.0
4,17,A-greenhouse,23.22,61.17,69.58,38.0,0,healthy,healthy,0.0
4,17,B-greenhouse,24.05,59.94,68.64,36.48,0,healthy,healthy,0.0
4,17,C-field,23.8,60.77,69.22,37.69,0,healthy,healthy,0.0
4,17,D-field,24.31,58.61,65.04,34.73,0,healthy,healthy,0.0
4,18,A-greenhouse,22.48,62.22,69.25,17.97,0,healthy,healthy,0.0
4,18,B-greenhouse,21.74,62.32,68.33,18.6,0,healthy,healthy,0.0
4,18,C-field,21.74,61.46,66.38,17.0,0,healthy,healthy,0.0
4,18,D-field,22.42,60.76,67.04,19.33,0,healthy,healthy,0.0
4,19,A-greenhouse,20.68,65.05,69.47,0.57,0,healthy,healthy,0.0
4,19,B-greenhouse,19.86,64.17,69.2,0.55,0,healthy,healthy,0.0
4,19,C-field,21.42,63.34,68.14,0.38,0,healthy,healthy,0.0
4,19,D-field,20.7,64.4,65.99,-1.74,0,healthy,healthy,0.0
4,20,A-greenhouse,19.25,67.68,67.9,0.62,0,healthy,healthy,0.0
4,20,B-greenhouse,18.26,67.68,70.19,0.63,0,healthy,healthy,0.0
4,20,C-field,19.09,65.86,66.96,0.14,0,healthy,healthy,0.0
4,20,D-field,19.55,67.54,64.54,1.04,0.0,healthy,healthy,0.0
4,21,A-greenhouse,16.98,71.46,67.96,-1.87,0,healthy,healthy,0.0
4,21,B-greenhouse,17.03,69.75,66.63,1.49,0,healthy,healthy,0.0
4,21,C-field,17.48,70.63,65.26,-0.0,0,healthy,healthy,0.0
4,21,D-field,18.56,68.94,66.4,-0.62,0.006,healthy,healthy,0.001
4,22,A-greenhouse,15.74,73.34,70.54,0.55,0,healthy,healthy,0.0
4,22,B-greenhouse,15.4,71.59,66.16,0.71,0,healthy,healthy,0.0
4,22,C-field,16.65,72.78,68.78,0.85,0.01,healthy,healthy,0.002
4,22,D-field,17.0,72.66,67.44,0.43,0.013,healthy,healthy,0.003
4,23,A-greenhouse,14.76,75.99,70.54,0.77,0.012,healthy,healthy,0.003
4,23,B-greenhouse,16.22,75.38,66.49,1.41,0.02,healthy,healthy,0.005
4,23,C-field,15.28,73.83,68.65,-1.56,0,healthy,healthy,0.0
4,23,D-field,16.68,73.37,65.61,-1.9,0.038,healthy,healthy,0.01
5,0,A-greenhouse,15.12,77.79,68.16,-0.85,0.044,healthy,healthy,0.011
5,0,B-greenhouse,14.93,76.7,68.19,-1.58,0,healthy,healthy,0.0
5,0,C-field,15.25,74.81,64.88,0.62,0.014,healthy,healthy,0.004
5,0,D-field,15.46,75.7,64.44,1.21,0,healthy,healthy,0.0
5,1,A-greenhouse,15.66,76.49,66.89,0.89,0.013,healthy,healthy,0.003
5,1,B-greenhouse,14.97,76.51,68.68,0.36,0.038,healthy,healthy,0.01
5,1,C-field,16.28,77.17,67.61,1.38,0.046,healthy,healthy,0.012
5,1,D-field,15.84,75.88,64.89,1.7,0.043,healthy,healthy,0.011
5,2,A-greenhouse,16.59,77.16,68.48,-0.53,0.055,healthy,healthy,0.014
5,2,B-greenhouse,16.74,78.13,68.68,1.97,0.031,healthy,healthy,0.008
5,2,C-field,16.47,77.89,65.84,-0.62,0.05,healthy,healthy,0.012
5,2,D-field,16.16,77.51,66.02,1.29,0.051,healthy,healthy,0.013
5,3,A-greenhouse,16.34,78.7,67.45,-0.82,0.022,healthy,healthy,0.005
5,3,B-greenhouse,17.09,76.35,66.31,1.22,0.003,healthy,healthy,0.001
5,3,C-field,17.14,76.71,64.58,-1.17,0.068,healthy,healthy,0.017
5,3,D-field,17.81,77.33,67.48,0.82,0.066,healthy,healthy,0.016
5,4,A-greenhouse,18.74,77.77,70.0,-0.62,0.059,healthy,healthy,0.015
5,4,B-greenhouse,19.47,75.13,68.96,-0.02,0.061,healthy,healthy,0.015
5,4,C-field,19.75,75.12,65.96,1.21,0.057,healthy,healthy,0.014
5,4,D-field,18.5,75.06,66.04,1.39,0.009,healthy,healthy,0.002
5,5,A-greenhouse,20.43,75.82,69.02,-1.87,0.059,healthy,healthy,0.015
5,5,B-greenhouse,21.15,73.52,66.98,1.88,0.051,healthy,healthy,0.013
5,5,C-field,20.62,74.15,67.58,-1.35,0.08,healthy,healthy,0.02
5,5,D-field,21.03,73.03,65.25,-0.3,0.065,healthy,healthy,0.016
5,6,A-greenhouse,21.84,73.58,67.55,19.71,0.046,healthy,healthy,0.011
5,6,B-greenhouse,21.93,72.62,67.53,20.68,0.048,healthy,healthy,0.012
5,6,C-field,21.69,72.4,67.84,18.4,0.053,healthy,healthy,0.013
5,6,D-field,22.71,70.63,66.28,19.49,0.047,healthy,healthy,0.012
5,7,A-greenhouse,23.9,69.69,68.31,35.6,0.069,healthy,healthy,0.017
5,7,B-greenhouse,23.78,69.55,67.66,35.11,0.044,healthy,healthy,0.011
5,7,C-field,24.51,69.18,63.92,36.47,0.092,healthy,healthy,0.023
5,7,D-field,24.15,70.29,64.45,37.43,0.034,healthy,healthy,0.008
5,8,A-greenhouse,26.22,69.02,67.24,54.09,0.089,healthy,healthy,0.022
5,8,B-greenhouse,25.2,67.79,65.92,50.6,0.067,healthy,healthy,0.017
5,8,C-field,25.69,68.18,67.42,54.11,0.05,healthy,healthy,0.012
5,8,D-field,25.93,66.03,64.03,54.01,0.072,healthy,healthy,0.018
5,9,A-greenhouse,27.3,65.38,68.45,63.81,0.08,healthy,healthy,0.02
5,9,B-greenhouse,26.49,65.55,67.92,65.36,0.016,healthy,healthy,0.004
5,9,C-field,27.23,64.46,65.89,65.1,0.075,healthy,healthy,0.019
5,9,D-field,27.83,64.22,66.52,64.02,0.087,healthy,healthy,0.022
5,10,A-greenhouse,28.39,61.83,66.52,74.6,0.048,healthy,healthy,0.012
5,10,B-greenhouse,28.93,61.42,67.11,76.97,0.015,healthy,healthy,0.004
5,10,C-field,29.08,61.87,63.83,77.4,0.083,healthy,healthy,0.023
5,10,D-field,32.1,71.0,44.86,75.72,0.323,review,review,0.373
5,11,A-greenhouse,29.39,60.27,67.47,82.16,0.056,healthy,healthy,0.025
5,11,B-greenhouse,28.43,61.54,66.8,80.8,0.055,healthy,healthy,0.014
5,11,C-field,28.51,59.38,66.35,80.02,0.029,healthy,healthy,0.007
5,11,D-field,32.92,68.35,46.14,83.04,0.319,review,review,0.379
5,12,A-greenhouse,29.2,58.75,68.36,84.55,0.033,healthy,healthy,0.014
5,12,B-greenhouse,29.38,58.74,68.0,85.6,0,healthy,healthy,0.011
5,12,C-field,29.27,57.45,67.09,82.56,0,healthy,healthy,0.008
5,12,D-field,33.03,66.77,46.43,82.31,0.296,review,review,0.372
5,13,A-greenhouse,29.37,58.32,67.13,81.53,0.027,healthy,healthy,0.018
5,13,B-greenhouse,28.54,56.76,67.79,83.41,0.006,healthy,healthy,0.002
5,13,C-field,29.64,56.56,66.57,80.58,0,healthy,healthy,0.019
5,13,D-field,32.48,65.66,46.97,83.55,0.298,review,review,0.35
5,14,A-greenhouse,28.85,57.33,65.41,74.35,0.005,healthy,healthy,0.001
5,14,B-greenhouse,27.52,56.49,63.87,74.81,0.005,healthy,healthy,0.001
5,14,C-field,29.14,57.35,62.86,77.31,0.043,healthy,healthy,0.015
5,14,D-field,32.21,65.11,45.47,76.95,0.317,review,review,0.367
5,15,A-greenhouse,26.98,58.86,64.66,67.3,0,healthy,healthy,0.0
5,15,B-greenhouse,27.89,56.76,64.73,66.33,0,healthy,healthy,0.0
5,15,C-field,27.71,56.37,63.01,67.45,0,healthy,healthy,0.0
5,15,D-field,31.17,64.75,44.48,64.0,0.258,review,review,0.335
5,16,A-greenhouse,25.33,58.46,65.5,52.48,0,healthy,healthy,0.0
5,16,B-greenhouse,26.22,58.19,64.15,53.67,0,healthy,healthy,0.0
5,16,C-field,25.67,58.12,65.03,50.63,0,healthy,healthy,0.0
5,16,D-field,30.78,66.22,46.17,53.8,0.27,review,review,0.304
5,17,A-greenhouse,23.16,60.0,67.92,37.8,0,healthy,healthy,0.0
5,17,B-greenhouse,23.99,59.7,64.55,34.5,0,healthy,healthy,0.0
5,17,C-field,24.23,58.88,65.18,35.62,0,healthy,healthy,0.0
5,17,D-field,24.94,59.1,63.46,36.59,0.005,healthy,healthy,0.001
5,18,A-greenhouse,21.34,63.93,67.62,20.05,0.009,healthy,healthy,0.002
5,18,B-greenhouse,23.01,62.71,64.24,18.79,0.016,healthy,healthy,0.004
5,18,C-field,21.81,61.9,63.67,20.22,0,healthy,healthy,0.0
5,18,D-field,22.8,61.44,62.91,20.53,0,healthy,healthy,0.0
5,19,A-greenhouse,19.75,64.32,65.4,0.87,0,healthy,healthy,0.0
5,19,B-greenhouse,19.64,63.96,65.99,-1.25,0,healthy,healthy,0.0
5,19,C-field,21.17,65.18,65.5,-0.55,0,healthy,healthy,0.0
5,19,D-field,21.45,63.7,63.9,0.29,0,healthy,healthy,0.0
5,20,A-greenhouse,18.04,67.48,64.96,0.3,0,healthy,healthy,0.0
5,20,B-greenhouse,18.29,66.48,65.07,-2.0,0,healthy,healthy,0.0
5,20,C-field,19.06,67.82,63.16,-0.72,0,healthy,healthy,0.0
5,20,D-field,19.61,66.15,61.94,-1.42,0,healthy,healthy,0.0
5,21,A-greenhouse,17.28,71.63,66.39,-1.31,0.029,healthy,healthy,0.007
5,21,B-greenhouse,17.43,70.12,66.5,-0.65,0,healthy,healthy,0.0
5,21,C-field,16.83,68.83,63.58,1.09,0,healthy,healthy,0.0
5,21,D-field,17.14,68.82,60.94,-0.82,0,healthy,healthy,0.0
5,22,A-greenhouse,16.45,74.13,65.69,1.87,0,healthy,healthy,0.0
5,22,B-greenhouse,15.98,71.88,66.09,-0.18,0,healthy,healthy,0.0
5,22,C-field,15.75,71.28,62.94,1.48,0,healthy,healthy,0.0
5,22,D-field,17.0,71.45,61.92,-1.34,0.02,healthy,healthy,0.005
5,23,A-greenhouse,15.45,74.33,63.81,0.65,0.021,healthy,healthy,0.005
5,23,B-greenhouse,15.43,74.59,64.07,0.51,0.022,healthy,healthy,0.006
5,23,C-field,15.37,73.84,65.37,1.8,0.013,healthy,healthy,0.003
5,23,D-field,15.24,72.88,61.59,-0.23,0,healthy,healthy,0.0
6,0,A-greenhouse,14.94,77.24,65.47,-1.28,0.025,healthy,healthy,0.006
6,0,B-greenhouse,14.9,75.32,66.1,-0.39,0.034,healthy,healthy,0.009
6,0,C-field,14.87,74.56,64.36,1.91,0.022,healthy,healthy,0.006
6,0,D-field,15.38,74.07,61.57,1.98,0,healthy,healthy,0.0
6,1,A-greenhouse,15.27,76.73,63.63,-0.37,0,healthy,healthy,0.0
6,1,B-greenhouse,15.04,77.65,62.3,-1.38,0.027,healthy,healthy,0.007
6,1,C-field,15.4,76.16,63.82,-1.85,0.025,healthy,healthy,0.006
6,1,D-field,16.07,75.14,62.97,0.62,0,healthy,healthy,0.0
6,2,A-greenhouse,16.48,78.75,63.68,-1.53,0.037,healthy,healthy,0.009
6,2,B-greenhouse,16.95,77.17,62.36,1.03,0.014,healthy,healthy,0.003
6,2,C-field,16.46,76.94,62.56,1.44,0,healthy,healthy,0.0
6,2,D-field,16.06,77.28,61.75,1.35,0.018,healthy,healthy,0.004
6,3,A-greenhouse,16.68,78.46,63.76,-0.76,0.033,healthy,healthy,0.008
6,3,B-greenhouse,16.88,77.03,62.76,-0.35,0.026,healthy,healthy,0.006
6,3,C-field,18.02,77.57,62.1,0.05,0.047,healthy,healthy,0.012
6,3,D-field,17.55,76.74,63.4,0.35,0.037,healthy,healthy,0.009
6,4,A-greenhouse,19.12,76.68,64.42,-0.88,0.041,healthy,healthy,0.01
6,4,B-greenhouse,18.08,75.41,62.18,0.67,0.01,healthy,healthy,0.003
6,4,C-field,18.41,75.21,63.76,1.27,0.048,healthy,healthy,0.012
6,4,D-field,19.35,75.83,59.81,1.73,0.053,healthy,healthy,0.016
6,5,A-greenhouse,20.44,74.2,65.09,-0.85,0.041,healthy,healthy,0.01
6,5,B-greenhouse,20.07,73.61,62.85,-0.72,0.051,healthy,healthy,0.013
6,5,C-field,21.3,75.3,63.17,0.75,0.085,healthy,healthy,0.021
6,5,D-field,20.74,74.06,59.66,1.53,0.057,healthy,healthy,0.019
6,6,A-greenhouse,22.54,72.49,64.78,17.01,0.099,healthy,healthy,0.025
6,6,B-greenhouse,22.48,71.7,62.12,19.99,0.053,healthy,healthy,0.013
6,6,C-field,21.86,72.17,60.95,20.15,0.07,healthy,healthy,0.018
6,6,D-field,22.79,71.87,60.43,18.12,0.072,healthy,healthy,0.018
6,7,A-greenhouse,24.47,70.93,63.23,37.86,0.042,healthy,healthy,0.011
6,7,B-greenhouse,23.8,69.34,62.35,35.93,0.026,healthy,healthy,0.006
6,7,C-field,23.89,69.18,61.75,36.62,0.018,healthy,healthy,0.005
6,7,D-field,24.29,69.66,61.49,34.56,0.03,healthy,healthy,0.008
6,8,A-greenhouse,25.87,68.25,65.14,53.56,0.038,healthy,healthy,0.009
6,8,B-greenhouse,25.13,66.57,64.61,53.45,0.057,healthy,healthy,0.014
6,8,C-field,26.27,66.99,63.46,53.21,0.095,healthy,healthy,0.024
6,8,D-field,26.51,66.3,61.46,51.33,0.092,healthy,healthy,0.023
6,9,A-greenhouse,26.61,64.6,62.17,64.72,0.036,healthy,healthy,0.009
6,9,B-greenhouse,26.87,66.1,64.42,65.3,0.074,healthy,healthy,0.018
6,9,C-field,27.52,64.09,62.57,65.18,0.033,healthy,healthy,0.008
6,9,D-field,27.2,63.25,59.27,67.4,0.054,healthy,healthy,0.023
6,10,A-greenhouse,28.54,62.66,62.14,76.99,0.054,healthy,healthy,0.014
6,10,B-greenhouse,28.73,62.37,63.13,76.11,0.027,healthy,healthy,0.007
6,10,C-field,27.81,62.35,59.95,77.05,0.02,healthy,healthy,0.006
6,10,D-field,32.5,69.71,40.59,75.95,0.33,review,review,0.443
6,11,A-greenhouse,29.36,59.77,62.16,82.08,0.052,healthy,healthy,0.023
6,11,B-greenhouse,29.13,60.93,60.69,82.88,0.022,healthy,healthy,0.009
6,11,C-field,29.79,59.87,62.27,82.39,0.02,healthy,healthy,0.028
6,11,D-field,33.31,68.92,42.49,81.94,0.375,review,review,0.453
6,12,A-greenhouse,29.03,59.06,64.75,84.8,0,healthy,healthy,0.001
6,12,B-greenhouse,29.5,59.5,63.07,83.31,0.02,healthy,healthy,0.019
6,12,C-field,32.55,64.89,47.55,83.62,0.239,review,review,0.329
6,12,D-field,32.83,66.4,39.42,85.71,0.322,review,review,0.467
6,13,A-greenhouse,28.86,59.48,61.03,81.96,0.055,healthy,healthy,0.014
6,13,B-greenhouse,29.17,57.08,63.14,82.34,0,healthy,healthy,0.005
6,13,C-field,31.48,62.42,49.38,82.79,0.148,review,review,0.251
6,13,D-field,33.09,64.75,42.0,82.15,0.287,review,review,0.431
6,14,A-greenhouse,28.79,59.1,61.56,74.96,0,healthy,healthy,0.0
6,14,B-greenhouse,27.66,58.72,62.54,74.65,0.004,healthy,healthy,0.001
6,14,C-field,30.78,63.18,49.3,77.16,0.213,watch,review,0.248
6,14,D-field,33.21,66.72,40.61,75.88,0.288,review,review,0.453
6,15,A-greenhouse,26.71,58.52,64.37,66.07,0,healthy,healthy,0.0
6,15,B-greenhouse,26.73,58.4,62.76,66.05,0,healthy,healthy,0.0
6,15,C-field,29.55,63.75,49.47,66.49,0.178,watch,review,0.201
6,15,D-field,31.77,65.6,39.69,64.85,0.277,review,review,0.421
6,16,A-greenhouse,25.49,59.16,63.39,52.63,0,healthy,healthy,0.0
6,16,B-greenhouse,25.96,58.33,61.31,54.19,0,healthy,healthy,0.0
6,16,C-field,28.99,64.75,47.98,53.97,0.157,watch,review,0.2
6,16,D-field,30.33,67.3,40.79,52.8,0.326,review,review,0.377
6,17,A-greenhouse,23.05,61.9,60.37,36.37,0,healthy,healthy,0.0
6,17,B-greenhouse,23.76,59.96,61.73,38.08,0,healthy,healthy,0.0
6,17,C-field,26.94,65.68,49.1,36.52,0.127,watch,watch,0.177
6,17,D-field,24.29,59.2,61.08,38.03,0,healthy,healthy,0.0
6,18,A-greenhouse,21.27,63.57,61.46,20.03,0,healthy,healthy,0.0
6,18,B-greenhouse,22.24,61.41,62.62,19.36,0,healthy,healthy,0.0
6,18,C-field,24.69,67.59,47.84,17.02,0.118,watch,review,0.192
6,18,D-field,22.78,62.56,57.48,16.7,0,healthy,healthy,0.034
6,19,A-greenhouse,20.82,66.4,62.74,1.52,0,healthy,healthy,0.0
6,19,B-greenhouse,19.78,64.55,59.71,-1.25,0,healthy,healthy,0.004
6,19,C-field,20.09,63.55,59.32,-1.96,0,healthy,healthy,0.009
6,19,D-field,20.87,64.05,58.93,0.88,0,healthy,healthy,0.014
6,20,A-greenhouse,19.25,67.04,61.12,-1.85,0,healthy,healthy,0.0
6,20,B-greenhouse,18.55,67.87,61.66,-0.27,0,healthy,healthy,0.0
6,20,C-field,18.98,66.69,58.77,0.2,0,healthy,healthy,0.016
6,20,D-field,19.06,67.53,57.69,1.91,0,healthy,healthy,0.031
6,21,A-greenhouse,17.18,70.58,62.46,1.64,0.002,healthy,healthy,0.0
6,21,B-greenhouse,17.97,70.9,59.43,1.6,0,healthy,healthy,0.008
6,21,C-field,17.08,69.33,61.29,-1.65,0,healthy,healthy,0.0
6,21,D-field,17.52,70.2,58.81,0.26,0,healthy,healthy,0.016
6,22,A-greenhouse,15.35,71.96,60.94,0.36,0,healthy,healthy,0.0
6,22,B-greenhouse,15.66,71.46,62.5,0.09,0,healthy,healthy,0.0
6,22,C-field,15.98,71.4,61.51,-1.85,0,healthy,healthy,0.0
6,22,D-field,16.89,72.0,58.12,-1.68,0.015,healthy,healthy,0.029
6,23,A-greenhouse,14.44,75.96,63.18,-1.19,0,healthy,healthy,0.0
6,23,B-greenhouse,15.29,74.69,61.86,0.88,0.0,healthy,healthy,0.0
6,23,C-field,16.05,73.0,57.5,0.43,0,healthy,healthy,0.033
6,23,D-field,16.7,73.89,60.31,-0.39,0,healthy,healthy,0.0
7,0,A-greenhouse,15.17,77.54,62.4,0.01,0.05,healthy,healthy,0.013
7,0,B-greenhouse,15.95,75.56,61.16,1.28,0,healthy,healthy,0.0
7,0,C-field,15.94,76.4,58.97,-1.56,0,healthy,healthy,0.014
7,0,D-field,15.95,75.84,56.35,0.94,0.01,healthy,healthy,0.051
7,1,A-greenhouse,15.03,77.51,59.23,0.94,0.035,healthy,healthy,0.019
7,1,B-greenhouse,15.69,77.58,61.11,1.98,0.027,healthy,healthy,0.007
7,1,C-field,16.33,76.45,60.69,-0.32,0.011,healthy,healthy,0.003
7,1,D-field,15.23,75.47,57.12,-0.76,0.012,healthy,healthy,0.042
7,2,A-greenhouse,15.21,77.15,61.91,-0.23,0.031,healthy,healthy,0.008
7,2,B-greenhouse,15.75,78.24,60.14,1.14,0.008,healthy,healthy,0.002
7,2,C-field,15.83,77.67,59.83,-1.25,0.024,healthy,healthy,0.008
7,2,D-field,16.07,77.08,57.66,-1.46,0.056,healthy,healthy,0.045
7,3,A-greenhouse,17.35,77.21,61.57,1.04,0.044,healthy,healthy,0.011
7,3,B-greenhouse,17.2,76.96,59.21,1.96,0.007,healthy,healthy,0.012
7,3,C-field,16.84,76.57,58.51,-0.04,0.024,healthy,healthy,0.026
7,3,D-field,18.21,75.72,58.95,-0.79,0.055,healthy,healthy,0.028
7,4,A-greenhouse,18.79,77.25,60.96,0.55,0.044,healthy,healthy,0.011
7,4,B-greenhouse,18.82,77.14,61.33,-0.01,0.039,healthy,healthy,0.01
7,4,C-field,18.71,75.31,59.91,-0.15,0.021,healthy,healthy,0.006
7,4,D-field,19.57,75.22,58.15,1.57,0.088,healthy,healthy,0.047
7,5,A-greenhouse,20.86,76.08,60.82,0.2,0.058,healthy,healthy,0.014
7,5,B-greenhouse,21.13,74.97,60.9,-1.75,0.091,healthy,healthy,0.023
7,5,C-field,20.96,73.95,57.22,1.72,0.075,healthy,healthy,0.056
7,5,D-field,21.55,72.85,57.74,0.05,0.034,healthy,healthy,0.039
7,6,A-greenhouse,21.42,73.18,58.35,20.59,0.026,healthy,healthy,0.028
7,6,B-greenhouse,22.29,72.23,58.16,19.11,0.058,healthy,healthy,0.039
7,6,C-field,21.77,72.22,60.1,18.08,0.05,healthy,healthy,0.012
7,6,D-field,22.39,72.02,57.11,18.01,0.078,healthy,healthy,0.058
7,7,A-greenhouse,23.16,69.79,59.94,37.61,0.062,healthy,healthy,0.016
7,7,B-greenhouse,24.1,70.7,60.53,34.73,0.061,healthy,healthy,0.015
7,7,C-field,23.81,69.72,56.93,37.55,0.056,healthy,healthy,0.055
7,7,D-field,24.18,68.2,57.68,35.8,0.063,healthy,healthy,0.047
7,8,A-greenhouse,26.08,68.54,61.46,51.51,0.041,healthy,healthy,0.01
7,8,B-greenhouse,25.66,67.92,60.52,51.36,0.034,healthy,healthy,0.009
7,8,C-field,26.66,66.84,58.31,51.57,0.099,healthy,healthy,0.047
7,8,D-field,26.25,65.99,55.6,51.41,0.039,healthy,healthy,0.069
7,9,A-greenhouse,26.25,64.56,60.65,63.75,0.036,healthy,healthy,0.009
7,9,B-greenhouse,27.57,63.78,59.53,66.09,0.045,healthy,healthy,0.017
7,9,C-field,26.89,63.65,56.66,66.08,0.053,healthy,healthy,0.058
7,9,D-field,28.03,64.5,58.17,65.84,0.057,healthy,healthy,0.039
7,10,A-greenhouse,28.15,62.62,59.02,77.43,0.035,healthy,healthy,0.022
7,10,B-greenhouse,28.46,62.26,59.96,76.14,0.027,healthy,healthy,0.007
7,10,C-field,28.08,61.31,56.82,74.1,0.039,healthy,healthy,0.052
7,10,D-field,31.91,71.35,37.73,75.96,0.38,review,review,0.477
7,11,A-greenhouse,28.06,61.12,57.86,81.89,0.043,healthy,healthy,0.039
7,11,B-greenhouse,29.24,61.45,58.66,82.23,0.044,healthy,healthy,0.036
7,11,C-field,28.49,60.84,59.15,82.15,0.059,healthy,healthy,0.026
7,11,D-field,33.55,67.52,37.32,81.47,0.364,review,review,0.526
7,12,A-greenhouse,28.33,59.15,59.16,82.05,0.044,healthy,healthy,0.022
7,12,B-greenhouse,30.04,59.18,57.14,85.42,0.05,healthy,healthy,0.081
7,12,C-field,29.24,58.07,59.28,82.46,0,healthy,healthy,0.016
7,12,D-field,34.18,67.04,37.76,82.51,0.306,review,review,0.524
7,13,A-greenhouse,28.82,57.66,58.89,82.91,0,healthy,healthy,0.015
7,13,B-greenhouse,28.44,57.64,58.42,83.51,0.014,healthy,healthy,0.024
7,13,C-field,29.02,58.54,56.57,81.98,0.051,healthy,healthy,0.059
7,13,D-field,32.77,65.23,37.26,79.98,0.275,review,review,0.482
7,14,A-greenhouse,28.78,57.01,60.27,74.47,0,healthy,healthy,0.0
7,14,B-greenhouse,28.82,58.15,57.46,76.88,0,healthy,healthy,0.034
7,14,C-field,29.28,58.12,58.88,76.3,0.051,healthy,healthy,0.036
7,14,D-field,32.82,66.4,36.47,74.13,0.347,review,review,0.512
7,15,A-greenhouse,27.36,58.08,57.5,67.03,0.012,healthy,healthy,0.036
7,15,B-greenhouse,26.47,56.86,57.22,66.46,0,healthy,healthy,0.037
7,15,C-field,27.73,57.15,58.44,66.17,0,healthy,healthy,0.021
7,15,D-field,30.82,65.09,36.82,65.99,0.291,review,review,0.435
7,16,A-greenhouse,25.88,59.36,56.92,52.75,0,healthy,healthy,0.041
7,16,B-greenhouse,26.2,59.52,56.68,53.07,0,healthy,healthy,0.044
7,16,C-field,26.0,59.56,57.59,52.82,0.013,healthy,healthy,0.035
7,16,D-field,30.09,67.9,38.9,52.5,0.315,review,review,0.392
7,17,A-greenhouse,24.12,61.79,60.03,35.41,0,healthy,healthy,0.0
7,17,B-greenhouse,23.27,59.74,56.85,37.35,0,healthy,healthy,0.042
7,17,C-field,23.58,58.97,58.69,37.66,0,healthy,healthy,0.017
7,17,D-field,24.86,59.41,56.1,35.79,0,healthy,healthy,0.052
7,18,A-greenhouse,22.52,63.16,57.46,19.08,0,healthy,healthy,0.034
7,18,B-greenhouse,22.2,63.39,57.11,17.98,0,healthy,healthy,0.039
7,18,C-field,23.0,61.06,55.23,17.65,0,healthy,healthy,0.064
7,18,D-field,23.05,61.64,57.29,20.62,0.009,healthy,healthy,0.038
7,19,A-greenhouse,20.77,65.18,58.66,0.14,0,healthy,healthy,0.018
7,19,B-greenhouse,19.73,64.83,56.86,-1.06,0,healthy,healthy,0.042
7,19,C-field,20.1,64.98,58.4,-1.99,0,healthy,healthy,0.021
7,19,D-field,20.31,63.55,55.79,1.65,0,healthy,healthy,0.056
7,20,A-greenhouse,17.75,66.83,58.71,-1.96,0,healthy,healthy,0.017
7,20,B-greenhouse,18.69,67.36,57.57,0.87,0,healthy,healthy,0.032
7,20,C-field,19.48,66.18,55.1,1.12,0,healthy,healthy,0.065
7,20,D-field,19.82,65.8,57.32,1.39,0,healthy,healthy,0.036
7,21,A-greenhouse,16.8,71.02,57.07,-1.66,0,healthy,healthy,0.039
7,21,B-greenhouse,16.71,70.57,55.81,1.77,0,healthy,healthy,0.056
7,21,C-field,16.88,69.77,58.07,1.97,0,healthy,healthy,0.026
7,21,D-field,17.89,68.33,57.32,1.43,0,healthy,healthy,0.036
7,22,A-greenhouse,15.43,72.07,57.71,-0.75,0,healthy,healthy,0.031
7,22,B-greenhouse,16.74,73.18,59.01,-0.95,0.014,healthy,healthy,0.017
7,22,C-field,16.62,71.61,54.25,1.31,0,healthy,healthy,0.077
7,22,D-field,16.57,72.6,55.52,-0.69,0.003,healthy,healthy,0.06
7,23,A-greenhouse,15.4,76.19,57.25,1.93,0.021,healthy,healthy,0.042
7,23,B-greenhouse,14.9,75.72,58.87,0.99,0.008,healthy,healthy,0.017
7,23,C-field,16.48,74.64,55.39,-0.61,0.025,healthy,healthy,0.068
7,23,D-field,15.22,73.3,56.44,0.49,0,healthy,healthy,0.047
